"Matched search term","Campaign name","Ad group name","Branded vs. non-branded search queries","Currency code","Cost","Clicks","Impressions","Conversions","Total conversion value"
"razr60ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.21,1,1,0,0
"phone shop near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.2054,4,27,0,0
"256 gb iphone 17","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.2,1,65,0,0
"chinese phones in australia","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.2,1,3,0,0
"honor magic v","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.2,1,8,0,0
"honour magic v5","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.2,1,6,0,0
"ipad pro 13","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.2,1,37,0,0
"iphone 17 australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.2,1,157,0,0
"samsung flip 7 reviews","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.2,1,1,0,0
"samsung flip 8","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.2,1,4,0,0
"sell galaxy s25 ultra","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.1975,1,1,0,0
"17 pro max orange","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.19,1,8,0,0
"cash for phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.19,1,3,0,0
"fold mobile phones","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.19,1,2,0,0
"i phone 17 air","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.19,1,4,0,0
"iphone 17 pro max price comparison","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.19,1,4,0,0
"money for phones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.19,1,1,0,0
"motorola razr signature","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.19,1,2,0,0
"phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.19,1,65,0,0
"refurbished phone nearby","CJ - DSA (All Pages)","DeGoogled Phones","non-branded","AUD",0.19,1,2,0,0
"256 gb new iphone 16 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,3,0,0
"apple iphone 17 unlocked","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,1,0,0
"best foldable phone","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,22,0,0
"google pixel 10 pro fold cost","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,1,0,0
"google pro fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,7,0,0
"honor fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,5,0,0
"iphone 17 black","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,116,0,0
"iphone 17 pro max 256gb blue","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,7,0,0
"s24 ultra brand new","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,13,0,0
"sell mobile","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.18,1,5,0,0
"unlocked refurbished iphone 15 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.18,1,2,0,0
"pay off a phone without a plan","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.1794,1,2,0,0
"s23 ultra trade in value","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.1785,1,1,0,0
"refurbished phone stores near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.1771,1,3,0,0
"best price s25 ultra australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.17,1,3,0,0
"cash for iphone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.17,1,6,0,0
"cheap refurbished phones australia","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.17,1,5,0,0
"honor magic v3 phone","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.17,1,2,0,0
"iphone 17 246gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.17,1,1,0,0
"phone sellers","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.17,1,1,0,0
"s25 ultra 512gb jet black","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.17,1,5,0,0
"sell broken phones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.17,1,11,0,0
"sell my old iphone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.17,1,1,0,0
"điện thoại iphone 15 pro max","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.17,1,1,0,0
"sell ipad for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.1654,1,7,0,0
"cheapest smart flip phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.16,1,1,0,0
"flexible phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.16,1,1,0,0
"ipad pro m2 12.9 refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.16,1,6,0,0
"iphone 15 pro max like new","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.16,1,1,0,0
"iphone 16 au","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.16,1,3,0,0
"samsung flip phones","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.16,1,10,0,0
"selling mobile","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.16,1,2,0,0
"who buys used iphones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.16,1,1,0,0
"best way to sell my phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.1586,1,1,0,0
"256gb phone with good camera","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.15,1,1,0,0
"buy iphone 16 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.15,1,3,0,0
"iphone 17 512gb price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.15,1,9,0,0
"iphone17 256g","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.15,1,3,0,0
"money for old phones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.15,1,2,0,0
"razer flip phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.15,1,1,0,0
"razr 60 ultra motorola","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.15,1,4,0,0
"razr ultra","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.15,1,20,0,0
"best refurbished samsung phones","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.149,1,2,0,0
"send in old phones for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.149,1,1,0,0
"buy and sell phones near me","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.14,1,1,0,0
"buy iphone 17 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.14,1,10,0,0
"ipad pro 12.9 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.14,1,2,0,0
"iphone 17 apple store","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.14,1,2,0,0
"iphone 17 lavender 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.14,1,4,0,0
"money for old phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.14,1,4,0,0
"optus iphone 16 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.14,1,7,0,0
"sale mobile phones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.1383,1,1,0,0
"sell my iphone australia","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.1376,1,4,0,0
"how to buy a phone without a plan","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.1327,1,1,0,0
"refurbished mobile phones australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.1304,1,4,0,0
"flip phones 2026","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.13,1,9,0,0
"iphone 15 max pro","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.13,1,7,0,0
"iphone 16 pro max brand new","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.13,1,50,0,0
"iphone 17 air 512","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.13,1,16,0,0
"iphone 17 pro max deals","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.13,1,14,0,0
"mac mini 24gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.13,1,1,0,0
"pro max 17","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.13,1,2,0,0
"s26 ultra 1t","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.13,1,6,0,0
"pixel 9a refurbished unlocked","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.1227,1,2,0,0
"pixel 10 fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.12,1,128,0,0
"samsung galaxy z fold 7 price in dubai","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.12,1,2,0,0
"google pixel 10 pro australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.11,1,14,0,0
"iphone 14 pro max brand new","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.11,1,26,0,0
"iphone 16 pro max optus","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.11,1,14,0,0
"iphone air 1tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.11,1,26,0,0
"iphone pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.11,1,28,0,0
"phone buyer near me","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.11,1,1,0,0
"refurbished phones melbourne","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.11,1,3,0,0
"samsung galaxy flip pink","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.11,1,1,0,0
"plenty valley phone repairs","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.1006,2,2,0,0
"17 pro max 256 gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,3,0,0
"brand new phone","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,2,0,0
"fold phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.1,1,55,0,0
"iphone 17 256 gb black","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,6,0,0
"iphone 17 256gb price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,50,0,0
"iphone 17 pro max 256 cosmic orange","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,2,0,0
"iphone 17 pro max 256gb best price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,8,0,0
"iphone air sale","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,90,0,0
"sell tablet near me","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.1,1,1,0,0
"use iphone 16 pro price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,1,0,0
"when is motorola razr 70 coming out","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.1,1,1,0,0
"cheapest fold phone","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.09,1,6,0,0
"iphone 17 pro max brand new","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.09,1,17,0,0
"iphone air 17","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.09,1,186,0,0
"phone shop melton","CJ - Refurbished Phones","Refurbished Phones","branded","AUD",0.09,1,3,0,0
"phone tech shops near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.09,1,1,0,0
"phonebots","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",0.09,1,2,0,0
"sell old cell phone for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.09,1,3,0,0
"mazuma mobile","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.08,1,10,0,0
"mobile case shop near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.08,1,1,0,0
"new iphone 17 prices","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.08,1,1,0,0
"new samsung z flip 7","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.08,1,1,0,0
"samsung flip 7 best price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.08,1,16,0,0
"where to sell iphone for best price","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.08,2,1,0,0
"sell iphone 12 mini","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.07,1,1,0,0
"16 pro 512 price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.07,1,2,0,0
"iphone 17 pro max 256gb cheapest price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.07,1,18,0,0
"mobile phone sale","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.07,1,5,0,0
"motorola folding phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.07,1,9,0,0
"sliding phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.07,1,2,0,0
"三星 折叠 手机","Phonebot (B) Standard Shopping","Samsung","non-branded","AUD",0.07,1,4,0,0
"phone shop geelong","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.058,1,2,0,0
"iphone air 1 tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.05,1,17,0,0
"where i can sell my old phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.05,1,1,0,0
"second hand electronics shops","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.0453,1,1,0,0
"phone bit","CJ - Refurbished Phones","Refurbished Phones","branded","AUD",0.04,2,3,0,0
"phone repairs bacchus marsh","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.04,1,1,0,0
"phone repairs geelong","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.04,2,1,0,0
"phone repairs karingal hub","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.04,1,1,0,0
"like new iphone","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.03,1,1,0,0
"mobile phone accessories near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.02,1,2,0,0
"mobile phone shop near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.02,1,9,0,0
"mobilebot","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.02,1,2,0,0
"pawn shop","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.02,1,3,0,0
"phone repair","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.02,1,2,0,0
"phone repair epping","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.02,1,2,0,0
"phone repair shop near me","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.02,1,3,0,0
"phone shops melbourne","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.02,1,2,0,0
"phone shops near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.02,1,20,0,0
"phonebo","CJ - Refurbished Phones","Refurbished Phones","branded","AUD",0.02,1,3,0,0
"refurbished phones near me","CJ - DSA (All Pages)","DeGoogled Phones","non-branded","AUD",0.01,1,2,0,0
